bank_account_key,start_date,end_date,cash_change,ending_balance,calc_balance,period_status
8604Wagon,7/1/17,7/31/17,"1,064","11,862.68",11862.68,closed
874Wintergreen,7/1/17,7/31/17,"1,843",-312.62,-312.62,closed
104Meadow,8/1/17,8/31/17,-692,"11,621.25",11621.25,closed
108Meadow,8/1/17,8/31/17,971,"11,352.15",11352.15,closed
108Pagoda,8/1/17,8/31/17,800,"13,438.76",13438.76,closed
1117Brewer,8/1/17,8/31/17,899,"12,326.35",12326.35,closed
116Meadow,8/1/17,8/31/17,685,"20,361.83",20361.83,closed
116MeadowSavings,8/1/17,8/31/17,150,"-7,347.66",-7347.66,closed
1316Rosemon,8/1/17,8/31/17,"-4,509","4,485.21",4485.21,closed
1342Newton,8/1/17,8/31/17,"1,009","11,468.76",11468.76,closed
1905Morning,8/1/17,8/31/17,111,"17,598.85",17598.85,closed
711Parks,8/1/17,8/31/17,"-2,905","7,649.14",7649.14,closed
8604Wagon,8/1/17,8/31/17,156,"12,019.00",12019,closed
874Wintergreen,8/1/17,8/31/17,-824,"-1,137.11",-1137.11,closed
104Meadow,9/1/17,9/30/17,68,"11,689.64",11689.64,closed
108Meadow,9/1/17,9/30/17,998,"12,350.54",12350.54,closed
108Pagoda,9/1/17,9/30/17,603,"14,041.73",14041.73,closed
1117Brewer,9/1/17,9/30/17,"1,089","13,415.32",13415.32,closed
116Meadow,9/1/17,9/30/17,744,"21,105.81",21105.81,closed
116MeadowSavings,9/1/17,9/30/17,150,"-7,197.53",-7197.53,closed
1316Rosemon,9/1/17,9/30/17,"1,642","6,126.81",6126.81,closed
1342Newton,9/1/17,9/30/17,982,"12,450.38",12450.38,closed
1905Morning,9/1/17,9/30/17,433,"18,032.10",18032.1,closed
711Parks,9/1/17,9/30/17,-978,"6,671.21",6671.21,closed
8604Wagon,9/1/17,9/30/17,"1,064","13,082.58",13082.58,closed
874Wintergreen,9/1/17,9/30/17,543,-594.34,-594.34,closed
104Meadow,10/1/17,10/31/17,94,"11,784.03",11784.03,closed
108Meadow,10/1/17,10/31/17,998,"13,348.93",13348.93,closed
108Pagoda,10/1/17,10/31/17,45,"14,086.70",14086.7,closed
1117Brewer,10/1/17,10/31/17,"-2,811","10,604.29",10604.29,closed
116Meadow,10/1/17,10/31/17,854,"21,959.79",21959.79,closed
116MeadowSavings,10/1/17,10/31/17,150,"-7,047.40",-7047.4,closed
1316Rosemon,10/1/17,10/31/17,"1,181","7,307.89",7307.89,closed
1342Newton,10/1/17,10/31/17,174,"12,624.00",12624,closed
1905Morning,10/1/17,10/31/17,"2,487","20,519.15",20519.15,closed
4909Jamesway,10/1/17,10/31/17,"-5,800","149,968.13",149968.13,closed
711Parks,10/1/17,10/31/17,"2,472","9,143.28",9143.28,closed
8604Wagon,10/1/17,10/31/17,871,"13,953.66",13953.66,closed
874Wintergreen,10/1/17,10/31/17,543,-51.56,-51.56,closed
104Meadow,11/1/17,11/30/17,-692,"11,092.42",11092.42,closed
108Meadow,11/1/17,11/30/17,-497,"12,852.32",12852.32,closed
108Pagoda,11/1/17,11/30/17,582,"14,668.89",14668.89,closed
1117Brewer,11/1/17,11/30/17,-535,"10,069.26",10069.26,closed
116Meadow,11/1/17,11/30/17,"-3,156","18,803.77",18803.77,closed
116MeadowSavings,11/1/17,11/30/17,150,"-6,897.26",-6897.26,closed
1316Rosemon,11/1/17,11/30/17,"-1,151","6,156.79",6156.79,closed
1342Newton,11/1/17,11/30/17,"-1,378","11,245.62",11245.62,closed
1905Morning,11/1/17,11/30/17,"-2,256","18,263.05",18263.05,closed
4909Jamesway,11/1/17,11/30/17,"-71,062","78,906.55",78906.55,closed
711Parks,11/1/17,11/30/17,"-2,418","6,725.35",6725.35,closed
8604Wagon,11/1/17,11/30/17,"-1,986","11,967.24",11967.24,closed
874Wintergreen,11/1/17,11/30/17,"7,839","7,787.08",7787.08,closed
104Meadow,12/1/17,12/31/17,"-9,376","1,716.44",1716.44,closed
108Meadow,12/1/17,12/31/17,"-11,541","1,310.90",1310.9,closed
108Pagoda,12/1/17,12/31/17,"-7,652","7,017.19",7017.19,closed
1117Brewer,12/1/17,12/31/17,"-7,911","2,158.41",2158.41,closed
116Meadow,12/1/17,12/31/17,"-13,436","5,367.38",5367.38,closed
116MeadowSavings,12/1/17,12/31/17,"5,150","-1,747.16",-1747.16,closed
1316Rosemon,12/1/17,12/31/17,"-3,912","2,244.81",2244.81,closed
1342Newton,12/1/17,12/31/17,"-10,367",878.63,878.63,closed
1905Morning,12/1/17,12/31/17,"-14,460","3,802.61",3802.61,closed
4909Jamesway,12/1/17,12/31/17,"-70,688","8,218.14",8218.14,closed
711Parks,12/1/17,12/31/17,"-5,451","1,274.45",1274.45,closed
8604Wagon,12/1/17,12/31/17,"-9,789","2,178.03",2178.03,closed
874Wintergreen,12/1/17,12/31/17,"-6,657","1,129.74",1129.74,closed
104Meadow,1/1/18,1/31/18,953,"2,669.83",2669.83,closed
108Meadow,1/1/18,1/31/18,998,"2,309.29",2309.29,closed
108Pagoda,1/1/18,1/31/18,-342,"6,675.16",6675.16,closed
1117Brewer,1/1/18,1/31/18,"1,089","3,247.38",3247.38,closed
116Meadow,1/1/18,1/31/18,"2,017","7,384.28",7384.28,closed
116MeadowSavings,1/1/18,1/31/18,150,"-1,597.14",-1597.14,closed
1316Rosemon,1/1/18,1/31/18,"-1,331",913.44,913.44,closed
1342Newton,1/1/18,1/31/18,982,"1,860.25",1860.25,closed
1905Morning,1/1/18,1/31/18,-44,"3,758.51",3758.51,closed
4909Jamesway,1/1/18,1/31/18,"3,541","11,759.19",11759.19,closed
711Parks,1/1/18,1/31/18,"2,592","3,866.52",3866.52,closed
8604Wagon,1/1/18,1/31/18,"1,066","3,243.61",3243.61,closed
874Wintergreen,1/1/18,1/31/18,543,"1,672.40",1672.4,closed
PagodaSecurity,1/1/18,1/31/18,0,"10,240.66",10240.66,closed
Partnership,1/1/18,1/31/18,"122,211","-53,204.14",-53204.14,closed
104Meadow,2/1/18,2/28/18,"2,228","4,898.22",4898.22,closed
108Meadow,2/1/18,2/28/18,998,"3,307.68",3307.68,closed
108Pagoda,2/1/18,2/28/18,757,"7,432.38",7432.38,closed
1117Brewer,2/1/18,2/28/18,"1,089","4,336.35",4336.35,closed
116Meadow,2/1/18,2/28/18,-606,"6,778.26",6778.26,closed
116MeadowSavings,2/1/18,2/28/18,150,"-1,447.12",-1447.12,closed
1316Rosemon,2/1/18,2/28/18,"2,334","3,247.75",3247.75,closed
1342Newton,2/1/18,2/28/18,982,"2,841.87",2841.87,closed
1905Morning,2/1/18,2/28/18,769,"4,527.41",4527.41,closed
4909Jamesway,2/1/18,2/28/18,"1,575","13,334.31",13334.31,closed
711Parks,2/1/18,2/28/18,"1,042","4,908.59",4908.59,closed
8604Wagon,2/1/18,2/28/18,"1,064","4,307.19",4307.19,closed
874Wintergreen,2/1/18,2/28/18,543,"2,215.06",2215.06,closed
PagodaSecurity,2/1/18,2/28/18,0,"10,240.87",10240.87,closed
Partnership,2/1/18,2/28/18,"28,001","-25,203.41",-25203.41,closed
104Meadow,3/1/18,3/31/18,-322,"4,576.61",4576.61,closed
108Meadow,3/1/18,3/31/18,998,"4,306.07",4306.07,closed
108Pagoda,3/1/18,3/31/18,-587,"6,845.35",6845.35,closed
1117Brewer,3/1/18,3/31/18,"1,179","5,515.32",5515.32,closed
116Meadow,3/1/18,3/31/18,699,"7,477.35",7477.35,closed
116MeadowSavings,3/1/18,3/31/18,150,"-1,297.09",-1297.09,closed
1316Rosemon,3/1/18,3/31/18,"1,690","4,938.22",4938.22,closed
1342Newton,3/1/18,3/31/18,982,"3,823.49",3823.49,closed
1905Morning,3/1/18,3/31/18,601,"5,128.81",5128.81,closed
4909Jamesway,3/1/18,3/31/18,"2,064","15,398.49",15398.49,closed
6401Basswood,3/1/18,3/31/18,-680,437.99,437.99,closed
711Parks,3/1/18,3/31/18,"1,092","6,000.66",6000.66,closed
8604Wagon,3/1/18,3/31/18,"1,064","5,370.77",5370.77,closed
874Wintergreen,3/1/18,3/31/18,543,"2,757.72",2757.72,closed
Common,3/1/18,3/31/18,"-66,325","13,118.65",13118.65,closed
PagodaSecurity,3/1/18,3/31/18,0,"10,241.11",10241.11,closed
Partnership,3/1/18,3/31/18,"-76,555","-101,758.57",-101758.57,closed
104Meadow,4/1/18,4/30/18,794,"5,370.89",5370.89,closed
108Meadow,4/1/18,4/30/18,998,"5,304.46",5304.46,closed
108Pagoda,4/1/18,4/30/18,858,"7,703.32",7703.32,closed
1117Brewer,4/1/18,4/30/18,"1,465","6,980.29",6980.29,closed
116Meadow,4/1/18,4/30/18,714,"8,191.33",8191.33,closed
116MeadowSavings,4/1/18,4/30/18,150,"-1,147.06",-1147.06,closed
1316Rosemon,4/1/18,4/30/18,"1,140","6,078.69",6078.69,closed
1342Newton,4/1/18,4/30/18,982,"4,805.11",4805.11,closed
1905Morning,4/1/18,4/30/18,769,"5,897.71",5897.71,closed
4909Jamesway,4/1/18,4/30/18,-160,"15,238.93",15238.93,closed
6401Basswood,4/1/18,4/30/18,"3,348","3,785.55",3785.55,closed
711Parks,4/1/18,4/30/18,-428,"5,572.73",5572.73,closed
8604Wagon,4/1/18,4/30/18,871,"6,241.85",6241.85,closed
874Wintergreen,4/1/18,4/30/18,563,"3,320.38",3320.38,closed
Common,4/1/18,4/30/18,-72,"13,046.77",13046.77,closed
PagodaSecurity,4/1/18,4/30/18,0,"10,241.33",10241.33,closed
Partnership,4/1/18,4/30/18,0,"-101,758.10",-101758.1,closed
104Meadow,5/1/18,5/31/18,918,"6,289.28",6289.28,closed
108Meadow,5/1/18,5/31/18,"2,392","7,696.17",7696.17,closed
108Pagoda,5/1/18,5/31/18,"2,300","10,003.29",10003.29,closed
1117Brewer,5/1/18,5/31/18,83,"7,063.26",7063.26,closed
116Meadow,5/1/18,5/31/18,21,"8,212.31",8212.31,closed
116MeadowSavings,5/1/18,5/31/18,150,-997.02,-997.02,closed
1316Rosemon,5/1/18,5/31/18,-608,"5,470.76",5470.76,closed
1342Newton,5/1/18,5/31/18,942,"5,746.73",5746.73,closed
1905Morning,5/1/18,5/31/18,766,"6,663.61",6663.61,closed
4909Jamesway,5/1/18,5/31/18,956,"16,194.68",16194.68,closed
6401Basswood,5/1/18,5/31/18,141,"3,926.48",3926.48,closed
711Parks,5/1/18,5/31/18,982,"6,554.80",6554.8,closed
8604Wagon,5/1/18,5/31/18,"1,064","7,305.43",7305.43,closed
874Wintergreen,5/1/18,5/31/18,494,"3,814.68",3814.68,closed
Common,5/1/18,5/31/18,"1,011","14,058.17",14058.17,closed
PagodaSecurity,5/1/18,5/31/18,0,"10,241.56",10241.56,closed
Partnership,5/1/18,5/31/18,"-5,998","-107,756.07",-107756.07,closed
104Meadow,6/1/18,6/30/18,483,"6,772.67",6772.67,closed
108Meadow,6/1/18,6/30/18,-751,"6,945.56",6945.56,closed
108Pagoda,6/1/18,6/30/18,"-1,559","8,444.66",8444.66,closed
1117Brewer,6/1/18,6/30/18,"1,094","8,157.23",8157.23,closed
116Meadow,6/1/18,6/30/18,600,"8,812.73",8812.73,closed
116MeadowSavings,6/1/18,6/30/18,150,-846.98,-846.98,closed
1316Rosemon,6/1/18,6/30/18,"-1,087","4,383.82",4383.82,closed
1342Newton,6/1/18,6/30/18,982,"6,728.35",6728.35,closed
1905Morning,6/1/18,6/30/18,669,"7,332.51",7332.51,closed
4909Jamesway,6/1/18,6/30/18,"1,055","17,249.57",17249.57,closed
6401Basswood,6/1/18,6/30/18,"-2,391","1,535.43",1535.43,closed
711Parks,6/1/18,6/30/18,"1,019","7,573.87",7573.87,closed
8604Wagon,6/1/18,6/30/18,964,"8,269.01",8269.01,closed
874Wintergreen,6/1/18,6/30/18,569,"4,383.98",4383.98,closed
Common,6/1/18,6/30/18,-21,"14,037.18",14037.18,closed
PagodaSecurity,6/1/18,6/30/18,190,"10,431.79",10431.79,closed
Partnership,6/1/18,6/30/18,"1,473","-106,282.73",-106282.73,closed
104Meadow,7/1/18,7/31/18,979,"7,751.29",7751.29,closed
108Meadow,7/1/18,7/31/18,237,"7,182.95",7182.95,closed
108Pagoda,7/1/18,7/31/18,743,"9,187.63",9187.63,closed
1117Brewer,7/1/18,7/31/18,44,"8,201.20",8201.2,closed
116Meadow,7/1/18,7/31/18,"2,064","10,876.71",10876.71,closed
116MeadowSavings,7/1/18,7/31/18,150,-696.93,-696.93,closed
1316Rosemon,7/1/18,7/31/18,"-1,364","3,019.61",3019.61,closed
1342Newton,7/1/18,7/31/18,"1,037","7,764.97",7764.97,closed
1905Morning,7/1/18,7/31/18,814,"8,146.41",8146.41,closed
4909Jamesway,7/1/18,7/31/18,522,"17,771.32",17771.32,closed
6401Basswood,7/1/18,7/31/18,762,"2,297.21",2297.21,closed
711Parks,7/1/18,7/31/18,"1,072","8,645.94",8645.94,closed
8604Wagon,7/1/18,7/31/18,"1,064","9,332.59",9332.59,closed
874Wintergreen,7/1/18,7/31/18,569,"4,953.28",4953.28,closed
PagodaSecurity,7/1/18,7/31/18,0,"10,432.03",10432.03,closed
Partnership,7/1/18,7/31/18,"-1,467","-107,749.27",-107749.27,closed
104Meadow,8/1/18,8/31/18,819,"8,570.68",8570.68,closed
108Meadow,8/1/18,8/31/18,"2,603","9,786.34",9786.34,closed
108Pagoda,8/1/18,8/31/18,"2,074","11,261.62",11261.62,closed
1117Brewer,8/1/18,8/31/18,"1,163","9,364.49",9364.49,closed
116Meadow,8/1/18,8/31/18,730,"11,607.13",11607.13,closed
116MeadowSavings,8/1/18,8/31/18,150,-546.88,-546.88,closed
1316Rosemon,8/1/18,8/31/18,"1,822","4,841.57",4841.57,closed
1342Newton,8/1/18,8/31/18,"2,251","10,015.91",10015.91,closed
1905Morning,8/1/18,8/31/18,814,"8,960.31",8960.31,closed
4909Jamesway,8/1/18,8/31/18,"-1,615","16,156.71",16156.71,closed
6401Basswood,8/1/18,8/31/18,-310,"1,987.59",1987.59,closed
711Parks,8/1/18,8/31/18,"1,186","9,832.33",9832.33,closed
8604Wagon,8/1/18,8/31/18,"1,064","10,396.17",10396.17,closed
874Wintergreen,8/1/18,8/31/18,478,"5,431.22",5431.22,closed
Common,8/1/18,8/31/18,"-4,946","9,090.84",9090.84,closed
PagodaSecurity,8/1/18,8/31/18,0,"10,432.26",10432.26,closed
Partnership,8/1/18,8/31/18,3,"-107,745.82",-107745.82,closed
104Meadow,9/1/18,9/30/18,"1,023","9,594.07",9594.07,closed
108Meadow,9/1/18,9/30/18,-597,"9,189.73",9189.73,closed
108Pagoda,9/1/18,9/30/18,853,"12,114.59",12114.59,closed
1117Brewer,9/1/18,9/30/18,"1,354","10,718.46",10718.46,closed
116Meadow,9/1/18,9/30/18,744,"12,351.11",12351.11,closed
116MeadowSavings,9/1/18,9/30/18,150,-396.83,-396.83,closed
1316Rosemon,9/1/18,9/30/18,349,"5,190.40",5190.4,closed
1342Newton,9/1/18,9/30/18,"3,905","13,921.30",13921.3,closed
1905Morning,9/1/18,9/30/18,539,"9,499.62",9499.62,closed
4909Jamesway,9/1/18,9/30/18,"1,138","17,294.47",17294.47,closed
6401Basswood,9/1/18,9/30/18,"1,288","3,275.84",3275.84,closed
711Parks,9/1/18,9/30/18,-524,"9,308.10",9308.1,closed
8604Wagon,9/1/18,9/30/18,545,"10,941.65",10941.65,closed
874Wintergreen,9/1/18,9/30/18,569,"6,000.52",6000.52,closed
PagodaSecurity,9/1/18,9/30/18,0,"10,432.49",10432.49,closed
Partnership,9/1/18,9/30/18,3,"-107,742.49",-107742.49,closed
104Meadow,10/1/18,10/31/18,126,"9,720.42",9720.42,closed
108Meadow,10/1/18,10/31/18,"1,041","10,231.08",10231.08,closed
108Pagoda,10/1/18,10/31/18,15,"12,129.56",12129.56,closed
1117Brewer,10/1/18,10/31/18,978,"11,696.43",11696.43,closed
116Meadow,10/1/18,10/31/18,-818,"11,533.06",11533.06,closed
116MeadowSavings,10/1/18,10/31/18,150,-246.78,-246.78,closed
1316Rosemon,10/1/18,10/31/18,"10,686","15,876.66",15876.66,closed
1342Newton,10/1/18,10/31/18,792,"14,712.92",14712.92,closed
1905Morning,10/1/18,10/31/18,"2,364","11,863.52",11863.52,closed
4909Jamesway,10/1/18,10/31/18,"1,635","18,929.27",18929.27,closed
6401Basswood,10/1/18,10/31/18,"2,291","5,566.95",5566.95,closed
711Parks,10/1/18,10/31/18,-508,"8,800.17",8800.17,closed
8604Wagon,10/1/18,10/31/18,"1,064","12,005.23",12005.23,closed
874Wintergreen,10/1/18,10/31/18,569,"6,569.82",6569.82,closed
PagodaSecurity,10/1/18,10/31/18,0,"10,432.73",10432.73,closed
Partnership,10/1/18,10/31/18,3,"-107,739.04",-107739.04,closed
104Meadow,11/1/18,11/30/18,"-3,977","5,743.81",5743.81,closed
108Meadow,11/1/18,11/30/18,"-4,247","5,984.47",5984.47,closed
108Pagoda,11/1/18,11/30/18,"-2,105","10,024.13",10024.13,closed
1117Brewer,11/1/18,11/30/18,"-3,928","7,768.40",7768.4,closed
116Meadow,11/1/18,11/30/18,-856,"10,677.04",10677.04,closed
116MeadowSavings,11/1/18,11/30/18,150,-96.72,-96.72,closed
1316Rosemon,11/1/18,11/30/18,469,"16,346.04",16346.04,closed
1342Newton,11/1/18,11/30/18,"-6,140","8,572.54",8572.54,closed
1905Morning,11/1/18,11/30/18,"-2,057","9,806.42",9806.42,closed
4909Jamesway,11/1/18,11/30/18,"-9,344","9,584.80",9584.8,closed
6401Basswood,11/1/18,11/30/18,"9,990","15,557.17",15557.17,closed
711Parks,11/1/18,11/30/18,"-2,946","5,853.85",5853.85,closed
8604Wagon,11/1/18,11/30/18,"-4,613","7,391.81",7391.81,closed
874Wintergreen,11/1/18,11/30/18,"-5,192","1,378.12",1378.12,closed
PagodaSecurity,11/1/18,11/30/18,460,"10,892.93",10892.93,closed
Partnership,11/1/18,11/30/18,"27,004","-80,735.47",-80735.47,closed
104Meadow,12/1/18,12/31/18,"-3,329","2,414.76",2414.76,closed
108Meadow,12/1/18,12/31/18,"-3,471","2,513.72",2513.72,closed
108Pagoda,12/1/18,12/31/18,"-6,430","3,593.87",3593.87,closed
1117Brewer,12/1/18,12/31/18,"-2,675","5,093.44",5093.44,closed
114Sidney,12/1/18,12/31/18,"2,472","3,437.03",3437.03,closed
116Meadow,12/1/18,12/31/18,"-5,702","4,974.58",4974.58,closed
116MeadowSavings,12/1/18,12/31/18,150,53.34,53.34,closed
1316Rosemon,12/1/18,12/31/18,-737,"15,608.73",15608.73,closed
1342Newton,12/1/18,12/31/18,"-5,940","2,632.34",2632.34,closed
1905Morning,12/1/18,12/31/18,"-7,088","2,718.20",2718.2,closed
4909Jamesway,12/1/18,12/31/18,"-3,941","5,643.97",5643.97,closed
6401Basswood,12/1/18,12/31/18,"-8,613","6,944.22",6944.22,closed
711Parks,12/1/18,12/31/18,"-3,906","1,948.21",1948.21,closed
8604Wagon,12/1/18,12/31/18,"-5,883","1,508.62",1508.62,closed
874Wintergreen,12/1/18,12/31/18,494,"1,872.42",1872.42,closed
Common,12/1/18,12/31/18,"-5,120","3,971.02",3971.02,closed
MeadowSecurity,12/1/18,12/31/18,0,"10,035.00",10035,closed
PagodaSecurity,12/1/18,12/31/18,"3,065","13,958.18",13958.18,closed
Partnership,12/1/18,12/31/18,"83,006","2,270.38",2270.38,closed
104Meadow,1/1/19,1/31/19,"1,663","4,077.97",4077.97,closed
108Meadow,1/1/19,1/31/19,"2,563","5,077.11",5077.11,closed
108Pagoda,1/1/19,1/31/19,778,"4,371.42",4371.42,closed
1117Brewer,1/1/19,1/31/19,536,"5,629.41",5629.41,closed
114Sidney,1/1/19,1/31/19,"1,755","5,191.72",5191.72,closed
116Meadow,1/1/19,1/31/19,610,"5,584.97",5584.97,closed
116MeadowSavings,1/1/19,1/31/19,150,203.35,203.35,closed
1316Rosemon,1/1/19,1/31/19,"-6,005","9,603.60",9603.6,closed
1342Newton,1/1/19,1/31/19,332,"2,963.96",2963.96,closed
1905Morning,1/1/19,1/31/19,-805,"1,913.10",1913.1,closed
4909Jamesway,1/1/19,1/31/19,781,"6,425.32",6425.32,closed
6401Basswood,1/1/19,1/31/19,"1,675","8,619.65",8619.65,closed
711Parks,1/1/19,1/31/19,-728,"1,220.28",1220.28,closed
8604Wagon,1/1/19,1/31/19,452,"1,960.20",1960.2,closed
874Wintergreen,1/1/19,1/31/19,-71,"1,801.72",1801.72,closed
Common,1/1/19,1/31/19,"-1,709","2,261.61",2261.61,closed
MeadowSecurity,1/1/19,1/31/19,0,"10,035.00",10035,closed
PagodaSecurity,1/1/19,1/31/19,0,"13,958.48",13958.48,closed
Partnership,1/1/19,1/31/19,"-4,762","-2,491.96",-2491.96,closed
104Meadow,2/1/19,2/28/19,721,"4,798.59",4798.59,closed
108Meadow,2/1/19,2/28/19,943,"6,020.50",6020.5,closed
108Pagoda,2/1/19,2/28/19,680,"5,051.81",5051.81,closed
1117Brewer,2/1/19,2/28/19,"1,417","7,046.11",7046.11,closed
114Sidney,2/1/19,2/28/19,"-2,420","2,771.53",2771.53,closed
116Meadow,2/1/19,2/28/19,694,"6,278.95",6278.95,closed
116MeadowSavings,2/1/19,2/28/19,150,353.35,353.35,closed
1316Rosemon,2/1/19,2/28/19,"1,784","11,387.43",11387.43,closed
1342Newton,2/1/19,2/28/19,857,"3,820.58",3820.58,closed
1905Morning,2/1/19,2/28/19,739,"2,652.00",2652,closed
4909Jamesway,2/1/19,2/28/19,"-6,003",422.07,422.07,closed
6401Basswood,2/1/19,2/28/19,"1,731","10,350.22",10350.22,closed
711Parks,2/1/19,2/28/19,317,"1,537.35",1537.35,closed
8604Wagon,2/1/19,2/28/19,"1,076","3,035.78",3035.78,closed
874Wintergreen,2/1/19,2/28/19,"6,262","8,063.31",8063.31,closed
Common,2/1/19,2/28/19,163,"2,424.23",2424.23,closed
MeadowSecurity,2/1/19,2/28/19,"2,990","13,025.00",13025,closed
PagodaSecurity,2/1/19,2/28/19,"8,000","21,958.75",21958.75,closed
Partnership,2/1/19,2/28/19,"50,002","47,509.84",47509.84,closed
104Meadow,3/1/19,3/31/19,"1,003","5,801.98",5801.98,closed
108Meadow,3/1/19,3/31/19,-622,"5,398.89",5398.89,closed
108Pagoda,3/1/19,3/31/19,485,"5,536.92",5536.92,closed
1117Brewer,3/1/19,3/31/19,-911,"6,135.08",6135.08,closed
114Sidney,3/1/19,3/31/19,-813,"1,958.49",1958.49,closed
116Meadow,3/1/19,3/31/19,-781,"5,497.93",5497.93,closed
116MeadowSavings,3/1/19,3/31/19,150,503.37,503.37,closed
1316Rosemon,3/1/19,3/31/19,"1,484","12,871.26",12871.26,closed
1342Newton,3/1/19,3/31/19,862,"4,682.20",4682.2,closed
1905Morning,3/1/19,3/31/19,421,"3,073.40",3073.4,closed
4909Jamesway,3/1/19,3/31/19,"2,235","2,657.37",2657.37,closed
6401Basswood,3/1/19,3/31/19,-476,"9,873.81",9873.81,closed
711Parks,3/1/19,3/31/19,926,"2,463.35",2463.35,closed
8604Wagon,3/1/19,3/31/19,721,"3,756.86",3756.86,closed
874Wintergreen,3/1/19,3/31/19,"-6,706","1,357.61",1357.61,closed
Common,3/1/19,3/31/19,"2,013","4,437.12",4437.12,closed
PagodaSecurity,3/1/19,3/31/19,1,"21,959.25",21959.25,closed
Partnership,3/1/19,3/31/19,"-18,998","28,512.13",28512.13,closed
104Meadow,4/1/19,4/30/19,"2,173","7,974.63",7974.63,closed
108Meadow,4/1/19,4/30/19,978,"6,377.28",6377.28,closed
108Pagoda,4/1/19,4/30/19,778,"6,314.89",6314.89,closed
1117Brewer,4/1/19,4/30/19,"1,319","7,454.05",7454.05,closed
114Sidney,4/1/19,4/30/19,-6,"1,952.86",1952.86,closed
116Meadow,4/1/19,4/30/19,"2,069","7,566.91",7566.91,closed
116MeadowSavings,4/1/19,4/30/19,150,653.38,653.38,closed
1316Rosemon,4/1/19,4/30/19,"4,574","17,445.09",17445.09,closed
1342Newton,4/1/19,4/30/19,857,"5,538.82",5538.82,closed
1905Morning,4/1/19,4/30/19,739,"3,812.30",3812.3,closed
4909Jamesway,4/1/19,4/30/19,"2,145","4,802.67",4802.67,closed
6401Basswood,4/1/19,4/30/19,"2,652","12,525.47",12525.47,closed
711Parks,4/1/19,4/30/19,742,"3,205.42",3205.42,closed
8604Wagon,4/1/19,4/30/19,"1,064","4,820.44",4820.44,closed
874Wintergreen,4/1/19,4/30/19,"1,994","3,351.91",3351.91,closed
Common,4/1/19,4/30/19,"1,612","6,048.74",6048.74,closed
PagodaSecurity,4/1/19,4/30/19,0,"21,959.73",21959.73,closed
Partnership,4/1/19,4/30/19,"-1,998","26,513.74",26513.74,closed
104Meadow,5/1/19,5/31/19,853,"8,828.02",8828.02,closed
108Meadow,5/1/19,5/31/19,978,"7,355.67",7355.67,closed
108Pagoda,5/1/19,5/31/19,418,"6,732.89",6732.89,closed
1117Brewer,5/1/19,5/31/19,"2,018","9,472.02",9472.02,closed
114Sidney,5/1/19,5/31/19,"1,344","3,296.88",3296.88,closed
116Meadow,5/1/19,5/31/19,-759,"6,807.90",6807.9,closed
116MeadowSavings,5/1/19,5/31/19,150,803.4,803.4,closed
1316Rosemon,5/1/19,5/31/19,364,"17,808.92",17808.92,closed
1342Newton,5/1/19,5/31/19,857,"6,395.44",6395.44,closed
1905Morning,5/1/19,5/31/19,739,"4,551.20",4551.2,closed
4909Jamesway,5/1/19,5/31/19,"2,168","6,970.52",6970.52,closed
6401Basswood,5/1/19,5/31/19,-829,"11,696.78",11696.78,closed
711Parks,5/1/19,5/31/19,992,"4,197.49",4197.49,closed
8604Wagon,5/1/19,5/31/19,"1,064","5,884.02",5884.02,closed
874Wintergreen,5/1/19,5/31/19,"3,182","6,534.40",6534.4,closed
Common,5/1/19,5/31/19,"-1,125","4,924.02",4924.02,closed
PagodaSecurity,5/1/19,5/31/19,"1,546","23,505.23",23505.23,closed
Partnership,5/1/19,5/31/19,"27,003","53,516.52",53516.52,closed
104Meadow,6/1/19,6/30/19,923,"9,751.41",9751.41,closed
108Meadow,6/1/19,6/30/19,"1,023","8,379.06",8379.06,closed
108Pagoda,6/1/19,6/30/19,-567,"6,165.86",6165.86,closed
1117Brewer,6/1/19,6/30/19,-456,"9,015.99",9015.99,closed
114Sidney,6/1/19,6/30/19,219,"3,516.25",3516.25,closed
116Meadow,6/1/19,6/30/19,147,"6,954.66",6954.66,closed
116MeadowSavings,6/1/19,6/30/19,150,953.42,953.42,closed
1316Rosemon,6/1/19,6/30/19,"2,109","19,917.75",19917.75,closed
1342Newton,6/1/19,6/30/19,-638,"5,757.06",5757.06,closed
1905Morning,6/1/19,6/30/19,739,"5,290.10",5290.1,closed
4909Jamesway,6/1/19,6/30/19,"-2,118","4,852.38",4852.38,closed
6401Basswood,6/1/19,6/30/19,-743,"10,953.45",10953.45,closed
711Parks,6/1/19,6/30/19,992,"5,189.56",5189.56,closed
8604Wagon,6/1/19,6/30/19,864,"6,747.60",6747.6,closed
874Wintergreen,6/1/19,6/30/19,-825,"5,709.56",5709.56,closed
Common,6/1/19,6/30/19,439,"5,363.03",5363.03,closed
PagodaSecurity,6/1/19,6/30/19,"4,186","27,690.85",27690.85,closed
Partnership,6/1/19,6/30/19,3,"53,519.41",53519.41,closed
104Meadow,7/1/19,7/31/19,-572,"9,179.80",9179.8,closed
108Meadow,7/1/19,7/31/19,-21,"8,358.45",8358.45,closed
108Pagoda,7/1/19,7/31/19,791,"6,956.83",6956.83,closed
1117Brewer,7/1/19,7/31/19,"1,169","10,184.96",10184.96,closed
114Sidney,7/1/19,7/31/19,84,"3,599.92",3599.92,closed
116Meadow,7/1/19,7/31/19,779,"7,733.64",7733.64,closed
